id,name,category,price,stock_quantity,supplier_id,sku,description,weight,dimensions,warranty_months,created_at
247,Pro Accessorie 6890,Accessories,31662.027047050167,49,30,ACC-69048,"Indeed mother peace citizen. Pick record example summer economic box war.
Sense career herself here. Short only write gun. Once consider thus wife water note.",4.785,14 x 20 x 1 cm,12,2023-06-15T21:14:37.195074
248,Elite Wearable 9686,Wearables,455.83,0,45,WEA-33226,Yard half education message word toward. Majority town appear. Red enjoy you front evening. Process four all the unit action off.,3.679,14 x 8 x 7 cm,36,2024-11-10T12:44:05.394598
249,Elite Wearable 6959,Wearables,741.14,0,26,WEA-45860,"Major entire tree try be. Technology time age campaign seven drug. Health child soon single.
Rich say game. Audience old whole wide piece former professor partner.",4.855,24 x 30 x 3 cm,36,2023-08-01T05:43:52.297465
250,Smart Wearable 5243,Wearables,754.86,824,40,WEA-37487,More live culture write painting control explain put. Kind medical bag wind. Century my win record reflect.,3.464,39 x 26 x 3 cm,24,2025-03-15T18:19:13.868695
251,Premium Wearable 5381,Wearables,632.54,194,43,WEA-84794,Senior ask artist general run. Sense involve purpose together knowledge with purpose five.,3.404,38 x 22 x 5 cm,6,2024-11-24T05:18:43.650038
252,Pro Laptop 6340,Laptops,2609.69,18,19,LAP-31094,Wear them small high that change. Add social product common or contain. Administration line even cup.,1.366,11 x 27 x 5 cm,12,2024-05-27T12:50:59.771627
253,Smart Accessorie 7515,Accessories,261.73,41,36,ACC-94819,City piece range investment business can example right. Hard wife as language.,2.604,35 x 30 x 5 cm,12,2024-01-19T04:56:59.985904
254,Elite Smart Hom 6925,Smart Home,488.64,3,1,SMA-17051,"Seek perhaps ball make owner through. At hope cover show Republican.
Listen development able green. Lot certainly evening floor world painting movie station. Whatever our build safe save.",1.095,37 x 29 x 8 cm,36,2024-02-28T12:11:31.289106
255,Premium Component 9985,Components,730.42,2,44,COM-33255,"Personal new order serve blue event every. Law clear campaign what buy test need hard.
Nearly pick position how force structure. Poor food series. Third argue response.",4.816,33 x 21 x 2 cm,6,2024-09-15T01:34:35.063052
256,Ultra Gamin 2736,Gaming,584.53,3,3,GAM-30290,"Nature become debate city. Dinner argue raise agency poor. Long among serve wear west.
Floor hold plant how member face age. Nearly always operation decade old according.",1.681,11 x 29 x 10 cm,36,2024-02-03T13:33:44.444468
257,Smart Camera 9482,Cameras,569.66,26,34,CAM-34100,Hotel practice later knowledge whose. Show daughter both hold blood value day. Save fear ready Democrat order field less.,2.575,23 x 22 x 9 cm,36,2023-06-12T10:04:50.502041
258,Advanced Audi 5537,Audio,270.18,186,49,AUD-83575,"Field high nothing. Best happy position wife.
Evidence president father alone. Few enjoy us thought. Build PM weight society they.",0.143,31 x 16 x 8 cm,24,2023-07-06T09:29:48.391324
259,Max Laptop 6348,Laptops,3351.47,30,2,LAP-47070,"Report rest dark environment provide. Dog language ability practice them.
Weight major discuss summer another hair our. Star name health top risk must fly. Imagine oil head work should challenge.",3.055,21 x 21 x 9 cm,12,2024-03-19T18:08:23.719476
260,Ultra Gamin 5348,Gaming,1901.6,2,35,GAM-80513,,0.421,31 x 25 x 4 cm,6,2025-01-25T17:43:58.151747
261,Xiaomi 14 Pro Pro,Smartphones,399.88,736,6,SMA-14965,Name mind offer effort nearly walk science. Major for student health view mission.,0.972,18 x 22 x 2 cm,24,2023-08-13T18:50:23.147975
262,Elite Gamin 6726,Gaming,132.09,81,47,GAM-94072,"Administration fast debate. Attack laugh budget war.
Recently feel hold. Field people try play order. With matter goal eight list something send.
Read per go will make agree. While service beautiful.",3.804,28 x 6 x 2 cm,12,2023-09-06T00:17:17.770957
263,Max Gamin 1517,Gaming,1860.71,30,2,GAM-96602,"Know maybe leg recent hold understand president.
One recently make total fall.
Face former body. Why baby lot eat.",2.714,14 x 28 x 7 cm,36,2023-08-20T21:36:44.227103
264,Max Tablet 6213,Tablets,161.71,41,1,TAB-15475,Everything newspaper institution. Beautiful there professor listen. Try trade then building class now professor.,2.031,27 x 7 x 5 cm,36,2025-04-06T19:20:39.721043
265,Advanced Audi 8497,Audio,187.99,45,8,AUD-35470,Country listen long between hold. Must sound certainly camera member technology attention message. Not east send style.,4.018,37 x 6 x 9 cm,12,2025-03-02T02:44:46.184531
266,Max Gamin 1708,Gaming,1203.13,3,42,GAM-97988,"Out explain significant item all. No relate since significant.
Everyone exactly practice would game student.",1.497,12 x 11 x 6 cm,36,2024-06-16T09:05:30.223592
267,Advanced Component 5108,Components,169.35,42,28,COM-51462,"Enough interest probably shoulder three. Soon read couple rather. Need daughter leg minute bring reveal factor.
Our plant front thought special. Early machine establish nothing Mr chair.",1.635,35 x 12 x 7 cm,36,2023-09-02T00:26:01.192986
268,Advanced Tablet 5532,Tablets,635.99,142,36,TAB-73828,"Suggest everyone nature.
Six understand rather daughter. Art born with rest exist drive determine.",3.263,12 x 13 x 3 cm,24,2023-12-25T09:03:53.122823
269,Advanced Gamin 1352,Gaming,1795.0,0,2,GAM-92788,"Provide itself team support land.
Suggest impact know character. Sure seek age share day pull.",2.937,34 x 23 x 4 cm,36,2024-03-07T09:45:00.039514
270,Premium Wearable 7834,Wearables,204.04,4,47,WEA-87280,"Rather none population. Laugh son home generation. After job knowledge interest join give.
Treatment employee citizen despite one military. Special suffer without hair set bed trouble.",0.756,26 x 21 x 2 cm,12,2023-08-10T15:10:10.065473
271,Smart Audi 2817,Audio,155.28,0,37,AUD-84233,"Pressure six west walk compare nature walk.
Admit which owner baby significant. Stage condition buy leg set.
Move cost skin for. Short message again mean.",4.842,33 x 28 x 8 cm,12,2023-07-05T02:38:17.682698
272,Ultra Audi 1129,Audio,225.51,0,24,AUD-77880,"A leave sometimes quality. Nearly risk threat level positive mind. Officer study if edge view cold teach call.
Available yes success break tough.",4.598,38 x 6 x 1 cm,36,2024-03-21T20:47:19.183556
273,Premium Smartphone 4580,Smartphones,542.31,190,42,SMA-59369,"Think leg indeed anything way today. Far apply let hit. Back family start necessary American wonder.
Good cover two coach. Certainly represent especially agency. Piece he large free party.",2.98,38 x 7 x 9 cm,24,2023-12-22T16:00:28.092245
274,Elite Wearable 5881,Wearables,341.52,174,33,WEA-10864,"Analysis activity card. Notice individual stay charge natural effort.
Yard clear also. Skin despite trip close pull box prove.",2.256,17 x 7 x 9 cm,24,2024-06-02T15:32:41.805370
275,Ultra Tablet 2678,Tablets,903.17,13,22,TAB-64344,"Weight feel tell. Station never such despite. Less check better my guy.
Note federal drug performance way production. Unit arm image it increase within. Visit brother dog these man when.",2.459,25 x 20 x 4 cm,6,2023-07-11T17:53:56.494371
276,Dell XPS 13 Plus ,Laptops,1163.75,0,10,LAP-85008,"Allow fact such quickly. Program beautiful close finally beyond you. Write pass start court.
Station make environment fact student author. Expect assume paper employee poor record benefit paper.",1.646,15 x 21 x 7 cm,12,2023-11-22T23:37:08.510849
277,Ultra Gamin 7459,Gaming,995.69,36,39,GAM-63840,Decision leave reflect already arrive themselves. Blue large chance available.,2.955,34 x 10 x 10 cm,36,2024-09-27T03:02:05.268000
278,Advanced Tablet 5714,Tablets,776.36,10,9,TAB-60523,"Last staff seat religious probably when. Test contain than clearly economy behavior then. Challenge this drive page whatever trade.
Although across guess gas past front. Lot station may decision.",1.092,37 x 21 x 7 cm,12,2025-01-30T04:50:23.443261
279,Elite Tablet 9927,Tablets,39193.41390325607,5,31,TAB-22214,Trial participant discuss firm opportunity last feel. Stage protect often. Enter most American weight last however.,4.52,27 x 5 x 7 cm,36,2024-07-11T17:12:58.393985
280,Elite Laptop 3859,Laptops,2101.73,30,7,LAP-85513,"Understand home rise concern prevent. Rate bag positive.
Between use room. Price public indeed town. Role guess share eye young.",1.636,34 x 12 x 2 cm,6,2024-12-29T00:28:31.100127
281,Mechanical Keyboard RGB Pro,Gaming,323.87,6,45,GAM-36924,"Good hold country war. Treat per wide. Yeah class garden miss.
Long under place ahead table. Billion mention speech defense couple point. Security at year dinner prevent tree manager side.",2.103,13 x 9 x 7 cm,36,2024-05-30T08:08:43.087105
282,Elite Gamin 9351,Gaming,623.57,49,27,GAM-36698,Build specific skill point early Mr. Fall teach area feel who carry. Staff yourself exactly sure wonder.,2.832,15 x 16 x 9 cm,36,2024-08-02T12:51:51.019078
283,Smart Gamin 6622,Gaming,1724.5,48,29,GAM-40116,"Any find set senior tree. Speech near officer real.
Price beyond idea us find there behavior. Especially appear attention we open blood.",4.751,13 x 11 x 9 cm,36,2023-06-16T12:50:45.396929
284,Premium Wearable 952,Wearables,775.2,0,10,DUP-2492,"College whatever tell meeting. Accept mission event some simply could.
Arrive decision project court month. Carry wind in official especially pattern. Religious effort painting ability.",3.041,12 x 7 x 5 cm,12,2024-10-15T22:16:25.208839
285,Pro Component 6396,Components,412.63,47,4,COM-88311,"Everybody both able decision book. Including game language.
Than foot in process. Kitchen cut play deal good.
Major event any able less article threat. Security modern data book.",4.119,30 x 20 x 8 cm,,2025-05-08T01:16:54.334042
286,Max Wearable 3290,Wearables,29975.749649475343,39,11,WEA-90634,"Lose just card sit. His worry necessary politics certain environment he.
Even probably son second. As whatever blue.
Special serious protect new party. Two physical within about when force ready.",1.863,30 x 5 x 3 cm,36,2024-12-09T14:39:16.143987
287,Max Smart Hom 6574,Smart Home,124.15,6,6,SMA-18993,"Manage issue none ready billion time. Improve analysis level movement school. Race wish kid career.
He already activity onto build. Poor threat throw behavior type.",3.658,27 x 23 x 6 cm,36,2024-10-24T22:06:09.757235
288,Ultra Audi 7550,Audio,481.18,117,7,AUD-76353,"News clearly school wonder occur project court. Doctor and conference still. Car leave product difficult care.
Happen series seven strong it. Street city her commercial.",2.566,20 x 8 x 9 cm,36,2024-04-16T17:02:27.997052
289,Elite Camera 9326,Cameras,1200.11,27,44,CAM-70142,Require research this most too. Together true worker though church young mouth note.,2.975,10 x 20 x 2 cm,6,2025-04-27T20:47:41.550792
290,Ultra Audi 5272,Audio,314.82,5,16,DUP-5314,"Look training oil scene career military much. Sometimes drive anything teach myself.
Much base modern behavior end. Carry condition into sure day sort determine.",2.055,33 x 15 x 2 cm,24,2024-10-01T21:54:48.078051
291,Max Camera 5892,Cameras,2422.74,0,13,CAM-99536,"Base close score.
Bar couple well better. Positive arm piece why ago change government. Public some mean face factor city. Spend outside office live make travel baby.",1.078,33 x 12 x 5 cm,24,2024-02-23T06:34:49.036713
292,Max Audi 2655,Audio,139.91,11,32,AUD-96956,Morning if none dog chance. Memory wrong hard any financial. Size heart among research.,3.845,27 x 6 x 8 cm,36,2024-11-20T21:07:10.119048
293,Premium Camera 4601,Cameras,3942.26,0,26,CAM-46735,"Way marriage us middle her shake month. Hundred drug pull center.
Question rise miss population project film father again. Series candidate reveal suddenly issue bit. Bank them state factor word.",2.926,11 x 21 x 7 cm,12,2023-08-05T00:48:20.664892
294,Max Wearable 6550,Wearables,643.13,35,30,WEA-77922,In evidence fact office spring. Trouble against difficult board drop recently million. Former win letter story article.,0.141,31 x 11 x 7 cm,36,2023-08-12T07:33:37.601221
295,Premium Accessorie 4354,Accessories,86.23,338,22,ACC-90358,Moment return skin name paper cup order. Quickly manage care popular yourself always image alone. What truth partner measure. Yard believe whether teach single result.,2.544,16 x 18 x 6 cm,6,2023-12-13T23:51:42.256384
296,Premium Gamin 2248,Gaming,1403.42,12,36,GAM-40907,Build right indeed able perform degree happy society. Though baby page speak.,1.966,14 x 30 x 3 cm,12,2024-10-24T05:14:14.527291
297,Elite Tablet 8285,Tablets,1087.93,46,32,TAB-51383,"Mind imagine section stop. Again society down very investment whom season mind.
Second interview suffer voice. Themselves area those guess huge.",2.854,28 x 6 x 7 cm,24,2024-08-30T23:43:30.333369
298,Surface Laptop 5 Ultra,Laptops,1060.02,27,36,LAP-57226,Face white break fight never. World sister garden down television tree say. Carry animal do hear rich apply project.,3.025,21 x 5 x 7 cm,24,2024-09-03T11:35:32.298650
299,Premium Component 8921,Components,784.7,28,32,COM-76904,Space thank prevent store politics service second. Bed mission certain situation often PM notice. Form bill again matter. Notice society task well three.,2.29,12 x 17 x 10 cm,24,2024-05-14T17:32:03.358081
300,Advanced Tablet 5627,Tablets,792.93,31,6,TAB-19351,Lead individual through politics. See finally wall right. Parent for production traditional practice together minute.,1.218,20 x 25 x 5 cm,6,2023-09-19T07:51:17.236599
301,Smart Gamin 6050,Gaming,1089.78,431,2,GAM-34102,"Situation him her imagine. Type describe no speak.
Short southern finish front. Edge court environment must.",1.25,18 x 28 x 2 cm,6,2024-03-14T14:17:57.212134
302,Sony Xperia 1 V ,Smartphones,1202.21,39,7,SMA-20911,"Street shake mean avoid. Sport friend wide take answer.
Month partner evidence fall paper tax. Approach imagine concern picture cultural old.",0.861,30 x 17 x 5 cm,36,2024-11-30T01:37:52.795139
303,Advanced Camera 2171,Cameras,3402.52,515,21,CAM-56771,"Step type type word not usually at sing. However model move. Wife cup law become.
Group us dark trouble husband level. Less daughter you traditional.
Owner a both seek. Stay woman fish life national.",2.389,37 x 22 x 5 cm,24,2025-05-15T01:03:55.075181
304,Ultra Wearable 9780,Wearables,541.73,489,41,WEA-93858,,4.554,25 x 22 x 4 cm,6,2024-05-31T21:17:40.212979
305,Max Gamin 2651,Gaming,100.18,2,35,GAM-71498,,4.618,40 x 29 x 8 cm,6,2025-03-22T21:21:56.778092
306,Smart Gamin 218,Gaming,458.28,0,26,GAM-67292,Team administration share heavy. Base subject Congress pick. Purpose beat hotel them hand since.,3.603,30 x 17 x 7 cm,12,2025-02-27T08:14:22.506751
307,Advanced Smart Hom 4024,Smart Home,405.98,5,18,SMA-99737,"Throughout also former almost. Reality discover success item rest respond economy why.
Think front save mention picture. Exist later nation leader.
Begin type dog name language local.",3.74,35 x 13 x 7 cm,12,2024-05-30T00:27:43.777239
308,Ultra Tablet 4844,Tablets,628.11,0,32,TAB-91625,"Five modern human control personal down appear.
Professional test sense. Herself people rate notice air by.",0.195,11 x 22 x 1 cm,12,2023-09-09T10:55:39.028786
309,Mechanical Keyboard RGB Ultra,Gaming,542.34,0,14,GAM-74694,"Suggest smile store develop wait national top. Various future clearly bag quite foreign mouth. Reveal usually concern war home why.
Watch develop reason gas part rather. Difference yard mean nice.",1.627,35 x 20 x 6 cm,12,2023-07-28T15:47:10.233715
310,Pro Accessorie 2493,Accessories,234.94,10,13,ACC-33803,"Out close current strategy four door soldier. Stuff decision film foot.
Force foreign blue rock. People Democrat information road week best. Language fish administration per well change.",1.325,22 x 5 x 2 cm,24,2023-06-09T03:26:42.520688
311,Smart Smart Hom 7357,Smart Home,497.43,0,34,SMA-22315,,1.121,22 x 26 x 5 cm,24,2024-03-02T08:04:23.422859
312,Premium Laptop 8634,Laptops,2099.32,25,43,LAP-16827,Positive discussion when capital theory third still son. Attorney accept future almost daughter plan.,1.282,30 x 18 x 6 cm,,2025-02-11T04:32:25.952478
313,Elite Gamin 4082,Gaming,2099.67803112108,172,24,GAM-30315,"Explain wear attorney despite spend remain. Say couple as customer.
Phone perhaps arrive. Those mind indeed.",1.319,25 x 7 x 10 cm,12,2025-02-23T10:37:21.843484
314,Ultra Laptop 8887,Laptops,1139.73,0,42,LAP-83184,"Central bed staff talk score him.
Role hotel near consider keep. Population compare lead Democrat. Skin rock understand pretty whom what.
Consider choice western travel degree in.",3.014,24 x 28 x 4 cm,,2024-10-29T08:53:24.464346
315,Max Smart Hom 2307,Smart Home,48.56,163,45,SMA-81137,"Talk music floor vote environment business right. Say think despite space face walk number.
Officer well marriage resource bring. Page summer old able number key class.",2.877,27 x 16 x 6 cm,36,2025-01-01T17:41:19.394933
316,Smart Component 9185,Components,540.51,4,35,COM-44517,"Could also and set major specific rather.
Me tell just raise really reveal these. Group door movement under sometimes two so. Dark everything few.",0.104,30 x 21 x 7 cm,12,2024-08-05T22:24:31.666273
317,Smart Component 6065,Components,254.01,1,25,COM-80642,Begin current everyone. Cover partner cultural above indeed like decision. Matter participant boy huge plan rule break church.,3.448,34 x 22 x 3 cm,36,2024-09-01T07:12:00.982100
318,Advanced Smart Hom 5376,Smart Home,275.9,10,12,SMA-27009,"Family court herself. Movie produce lay theory specific.
Change size computer bed. Smile raise personal. Two teacher office force.
Others heart admit statement. Red happen whose return style.",1.09,25 x 11 x 2 cm,,2023-10-21T13:46:08.974107
319,Advanced Smart Hom 8126,Smart Home,359.62,22,39,SMA-38930,Force happen film under deep agree walk. Agent wrong us institution. Pass look newspaper everyone coach people.,0.164,39 x 11 x 8 cm,12,2024-11-04T02:42:49.253407
320,Smart Camera 1094,Cameras,3050.87,157,40,CAM-17641,Economic by pattern. What north shoulder later institution skin.,0.299,12 x 14 x 2 cm,12,2023-12-22T23:11:55.008158
321,Premium Smartphone 6413,Smartphones,884.05,114,36,SMA-33448,"Class might name might speech prove language. Or than board garden.
Base meet impact big approach Republican forward. Spend explain wide.",2.134,13 x 29 x 10 cm,6,2024-07-18T05:13:20.332578
322,Pro Smart Hom 2833,Smart Home,288.48,180,35,SMA-30732,"Yourself sound since parent church. Two stuff threat join chance good. Modern store record little.
Woman idea international financial.",2.271,21 x 15 x 9 cm,36,2023-12-03T07:57:38.470837
323,Elite Accessorie 7154,Accessories,103.8,2,25,ACC-38039,Six amount particular maybe space father. Start upon house paper writer police possible cup.,4.638,18 x 16 x 8 cm,6,2024-11-04T22:57:55.884501
324,Max Laptop 9860,Laptops,6754.294116339908,3,14,DUP-4635,"Third summer what cause. Level middle star music commercial.
Area citizen program agree sort physical. Support top nation wind.",1.054,36 x 27 x 5 cm,24,2025-05-08T20:06:39.171319
325,OnePlus 12 Max,Smartphones,677.21,200,20,SMA-43586,"Spring surface wife. Thus fight catch serious later they. Miss scene do work win health.
Common speech else another listen list behavior.",2.059,39 x 11 x 2 cm,6,2023-12-18T18:19:28.006594
326,Elite Tablet 9540,Tablets,250.13,127,25,TAB-85534,Prove nice measure leg sell official yourself us. Professor anyone amount great require else so.,0.374,34 x 15 x 6 cm,6,2024-04-23T12:34:28.496217
327,Smart Smart Hom 2074,Smart Home,136.56,835,41,SMA-11498,,1.974,19 x 21 x 1 cm,24,2023-06-04T12:57:34.456903
328,Premium Accessorie 3717,Accessories,205.35,31,37,ACC-88005,"Analysis effort news behind forward. Travel growth what.
Certain buy best fish all cover eye. Skin indicate suddenly.",1.188,19 x 30 x 7 cm,36,2023-08-19T15:04:30.739792
329,Advanced Smartphone 907,Smartphones,541.33,31,49,SMA-27088,"Performance try phone water national pattern. Pay trip recognize ok recent near find.
Note read term force open without. Book party reveal. Around reach local guess.",2.841,25 x 17 x 10 cm,24,2023-12-11T02:03:16.444723
330,Sennheiser Momentum Plus,Audio,482.01,79,24,AUD-65514,Argue magazine any order prepare feeling career morning. Economic another turn your radio ever total technology. Itself marriage anyone smile energy add so financial.,1.672,29 x 25 x 1 cm,24,2024-02-05T01:00:14.143792
331,Premium Accessorie 7345,Accessories,137.73,20,10,ACC-58997,"Board plan page. Director approach reason push civil cost.
Family white sometimes into. Really listen husband shake party hope billion.
Remember beyond head win me. Mouth military hold art set.",4.279,13 x 28 x 1 cm,24,2025-01-03T03:44:41.828696
332,Mechanical Keyboard RGB Pro,Gaming,995.26,370,14,GAM-80517,"Away room try apply more director. Garden involve recent role term mother leave.
Happy enter method finally. Public reason discussion food. Gun sell wear another put.",2.664,18 x 22 x 8 cm,24,2025-05-22T12:04:33.123050
333,Advanced Laptop 8731,Laptops,8515.990649041696,123,18,LAP-90997,Top huge deal professor population question. Majority air test never. Rate standard today government actually myself.,2.637,10 x 7 x 7 cm,36,2024-02-01T00:52:26.965320
334,Xiaomi 14 Pro Max,Smartphones,861.1,12,39,SMA-73525,"Activity tax tell skin science. Attorney their key measure method attack interesting.
Effect true western energy into. Decision movement gun at owner design relate.",1.013,26 x 19 x 9 cm,12,2025-03-12T23:09:09.658038
335,Gaming Laptop ROG Plus,Laptops,1862.18,91,23,DUP-6765,Fill world loss reflect. Bit style race effect discussion special technology. Music white report company car data news difficult. Clear dog nothing billion wish world process.,1.591,26 x 13 x 1 cm,6,2025-03-14T14:24:11.197197
336,Max Laptop 3795,Laptops,3222.37,86,34,LAP-60096,"Reality history its boy.
Subject others test try quality resource business.
Stand country himself behavior. True dog need up. Political be member another lot.",2.531,30 x 26 x 4 cm,24,2024-08-06T23:46:23.024853
337,Max Smart Hom 5495,Smart Home,91.93,2,13,SMA-99659,"Former total animal item. Instead begin actually positive trouble federal. Remember region through wall.
Space must beyond. Stand trouble especially peace among past happen no.",1.614,32 x 21 x 3 cm,24,2024-06-18T02:35:35.733604
338,Ultra Component 5301,Components,542.3,261,47,COM-29073,,1.662,23 x 18 x 5 cm,36,2024-09-10T06:55:35.864532
339,Smart Tablet 3179,Tablets,343.98,45,37,TAB-89377,"More radio political sit authority air sort. Congress law back lawyer help really.
Against beautiful it reduce. Lawyer white miss next their herself.",3.022,17 x 26 x 1 cm,6,2023-08-29T06:21:21.251688
340,Premium Tablet 7780,Tablets,542.66,150,11,TAB-28024,"Fact bed security major his continue avoid. Pull strong necessary exactly part or vote. Entire class owner local mention avoid.
Return hand trouble black network.",0.258,34 x 5 x 5 cm,24,2024-07-27T21:46:24.950784
341,Pro Audi 3001,Audio,789.22,45,30,AUD-52584,"Place detail region garden.
Least deep carry. Yeah me try particularly thought those evidence.
Magazine present treatment might. Read response drive carry.",2.195,34 x 6 x 10 cm,6,2025-02-09T15:19:32.126328
342,Elite Accessorie 9470,Accessories,162.32,60,30,ACC-69193,"Fire into section analysis. Dinner stage soldier apply notice current.
Audience involve finish address whatever eight red.",0.308,17 x 21 x 9 cm,12,2025-05-02T23:17:32.472357
343,Elite Wearable 8556,Wearables,773.81,18,20,WEA-62171,"Student because person return understand within. Source specific bar top rise.
Election animal goal. Professional idea range attention throughout degree think.",1.501,15 x 18 x 5 cm,12,2024-07-04T02:35:10.444351
344,Ultra Wearable 7695,Wearables,416.19,0,12,WEA-24833,"Field computer son him wonder traditional why. Image case answer free knowledge.
Relate hour large friend bag. City north role act alone view. Blue management record room program outside.",4.695,32 x 22 x 3 cm,36,2024-10-14T09:36:54.592606
345,Pro Camera 3030,Cameras,3617.48,304,17,CAM-21820,"Collection agency response he.
Stage usually recognize bar computer a. Project consider too size.",3.278,32 x 30 x 3 cm,12,2023-06-27T14:21:47.148701
346,Sony Xperia 1 V Plus,Smartphones,1119.46,0,40,SMA-77065,What manage share. Suddenly less nearly us remain.,1.956,22 x 6 x 3 cm,24,2025-05-27T18:14:16.382038
347,Smart Tablet 2469,Tablets,897.65,32,19,TAB-68491,"Pattern company nation get seek training rather future. Guess audience arrive. Notice officer popular huge investment trial station.
National response local analysis. You may reason by threat.",0.676,14 x 11 x 1 cm,36,2024-02-03T08:06:06.927747
348,Smart Laptop 8269,Laptops,815.53,952,38,LAP-38426,"Claim girl action manage world.
Candidate hospital experience least effort. Article cost water reflect change smile film task. Address skin number poor.",2.134,24 x 7 x 10 cm,24,2025-04-08T20:23:48.613188
349,Max Wearable 9234,Wearables,245.35,595,23,WEA-95626,"Senior you news word later tax. Because order order interest. House discuss successful industry.
Those center have. Cost eight work three reason call traditional.",4.284,31 x 23 x 10 cm,12,2023-08-15T12:41:42.269102
350,Dell XPS 13 Plus Max,Laptops,2449.94,50,36,LAP-85010,"Attack trade modern buy. Travel reveal rather not its significant me. Movie forward nearly room thing. See real like region behind new and.
True long she record teach attack.",2.138,28 x 16 x 1 cm,36,2023-11-18T05:53:55.278755
351,Max Accessorie 6308,Accessories,229.95,41,9,ACC-71710,"Edge everyone maintain everything. Room under team security at.
Own cultural act call physical actually already. Without everybody research chance system. Response marriage sure camera.",4.311,20 x 21 x 7 cm,24,2024-02-10T19:58:35.616672
352,Pro Component 1890,Components,979.76,39,47,COM-73394,"Various key least huge once. Mr car audience age class our indeed third. Like her part team. Old what design want.
Easy whole must every per.",4.676,32 x 14 x 7 cm,36,2023-08-04T16:08:30.693165
353,Premium Gamin 5897,Gaming,1267.15,4,32,GAM-92818,Gun art ok single situation feel. Kid issue woman. Painting country different indicate across.,0.982,29 x 12 x 5 cm,12,2024-06-28T03:51:38.851375
354,iPhone 15 Max,Smartphones,1498.68,32,36,SMA-55829,"Wear pay science us challenge drive find star. Price number herself determine. Fund dream care whole writer water wind.
Project half door early we we. Speak drive bad.",1.14,30 x 11 x 5 cm,12,2024-03-17T07:53:15.904104
355,Premium Gamin 5407,Gaming,316.29,27,40,GAM-84569,Him southern issue town call computer experience. Movement traditional of. True fill beautiful game set other follow vote. High few land both two add thank.,4.177,16 x 15 x 6 cm,6,2025-04-30T20:34:28.809082
356,Smart Camera 682,Cameras,2081.53,168,22,CAM-80381,"Crime society church indeed break since though degree. Laugh include price leader. Which quite adult move.
Vote state turn center build happy near. Trouble news five decide.",4.089,39 x 28 x 1 cm,36,2024-06-24T16:20:14.953300
357,Advanced Component 5269,Components,38.34,198,5,COM-56346,"Development know laugh officer. Radio image crime about everything artist. Understand picture ground.
Usually as until happen power probably. Already TV low.",1.474,10 x 15 x 7 cm,24,2023-09-02T09:13:20.005117
358,Premium Component 6482,Components,134.51,129,46,COM-51222,"More physical beautiful year training cup. Her generation remember million hospital.
Population offer piece machine early campaign health past.",2.128,25 x 12 x 6 cm,36,2025-01-31T16:40:20.001051
359,Ultra Audi 1938,Audio,78.05,0,29,AUD-22137,"Can institution beautiful glass alone. Before any wish animal could parent. Share southern stop customer.
Add by how government.",4.015,38 x 21 x 3 cm,6,2025-05-21T21:44:22.840734
360,Max Wearable 5463,Wearables,710.26,39,14,WEA-27395,"Try meet play senior. Effect child nice prove scientist.
Team condition when if help start peace year. He any hope strategy player.",2.351,32 x 21 x 2 cm,,2023-11-11T18:05:50.832018
361,Premium Laptop 1526,Laptops,3200.8,0,48,LAP-96374,Husband arm six professional. Number result prevent history finish. So and five notice son.,2.444,19 x 25 x 4 cm,24,2025-02-26T11:11:39.024321
362,Nintendo Switch OLED Ultra,Gaming,618.04,16,40,GAM-11999,,0.602,27 x 16 x 9 cm,24,2024-10-16T13:31:10.302007
363,Ultra Gamin 1267,Gaming,1795.26,40,2,GAM-27049,"Boy begin show forget could. Public size PM consider by animal building.
Success simple main her year none. Son exist according anyone cell why less.",3.41,13 x 17 x 1 cm,6,2023-06-28T21:38:27.880152
364,Advanced Tablet 9866,Tablets,810.94,165,22,TAB-50952,"Age each fire. Like also school window north. Cost less bad third not group notice herself.
Anyone he letter account happy. Claim claim including deal. Doctor bad finish face modern.",3.593,31 x 30 x 9 cm,6,2024-08-18T01:27:05.156794
365,Ultra Component 1622,Components,921.3,35,44,COM-50683,"Drug relationship tax every late difficult thing theory. Admit service student record commercial.
Order matter campaign. Rich despite offer stage politics think old.",3.856,25 x 12 x 4 cm,36,2025-02-15T07:48:40.870829
366,Elite Accessorie 3104,Accessories,202.9,3,5,ACC-13966,"Expert report include from song. Teacher call each amount. Note summer high ask rich.
Area agree today themselves blood single daughter. Four hour green religious hot former front.",1.822,24 x 10 x 5 cm,24,2025-03-15T12:56:01.131676
367,Pro Wearable 6746,Wearables,657.73,3,20,WEA-19296,"Citizen provide career teach crime leader. Enter debate blue feeling.
Indeed scientist push price sit music agreement need. Represent today notice exactly send where. Though president position win.",2.064,23 x 12 x 10 cm,24,2023-12-26T00:08:45.788453
368,Elite Camera 1182,Cameras,3311.49,161,37,CAM-67062,"Congress seem role senior serve current. Minute check soldier act. Care husband yard.
There discover detail effect life. Safe but too situation.",2.768,17 x 10 x 2 cm,6,2024-05-25T10:31:24.624907
369,Elite Smartphone 5430,Smartphones,1268.63,17,5,SMA-63188,"Describe respond week. Another music learn water.
Before response whatever. Fall thing around sport. Trouble else third leg simply big. Politics real fly employee black skill over.",3.459,29 x 29 x 7 cm,12,2025-04-14T09:42:50.045088
